"token","wordscores_manifesto"
"social_market_economy",15.0053391468066
"small_medium-sized_enterprises",15.0208486123059
"free_movement_persons",15.3811123645274
"new_federal_states",15.3857446643704
"mortgage_interest_deduction",15.5078384700446
"income_tax_rate",15.5267216948006
"renewable_energy_sources",15.5720744932612
"vlaams_belang_advocates",15.5827739351951
"compulsory_military_service",15.584048375382
"akel_left_new",15.6284587354197
"fianna_fáil_government",15.6491232132541
"labor_force_participation",15.6517406081969
"take_advantage_opportunities",15.653996818717
"left_new_forces",15.6570283589083
"fine_gael_general",15.6570602615397
"gael_general_election",15.6570602615397
"coming_cabinet_period",15.7110703424054
"within_framework_european",15.714314194879
"corporate_income_tax",15.714557815135
"central_eastern_europe",15.7193223123587
