"token","wordscores_manifesto"
"government_pension_fund_global",3.91433902362657
"earned_income_tax_credit",3.92038644338462
"autonomous_community_canary_islands",3.95385669348946
"religious_life_stance_communities",3.95673139368652
"coalición_canaria-partido_nacionalista_canario-partido",3.9780686126421
"canaria-partido_nacionalista_canario-partido_independientes",3.9780686126421
"nacionalista_canario-partido_independientes_lanzarote",3.9780686126421
"early_childhood_education_care",3.9783601802402
"proliferation_weapons_mass_destruction",3.9832397496863
"unaccompanied_minor_asylum_seekers",3.99004282732187
"among_children_young_people",3.9962568484223
"active_labor_market_policy",4.01535705448204
"low_middle_income_earners",4.02363945045984
"use_renewable_energy_sources",4.03012760985103
"also_play_important_role",4.03642292082014
"akel_left_new_forces",4.03821883460855
"ensure_children_young_people",4.04199761317862
"people_mental_health_problems",4.04254198205552
"public_social_security_system",4.04433691269744
"human_rights_rule_law",4.04619512463724
