"token","wordscores_manifesto"
"fine_gael_labour",16.7437087032648
"gender_pay_gap",16.7607702901119
"convention_rights_persons",16.7755039512267
"rights_persons_disabilities",16.7819845728282
"good_working_conditions",16.8033566764212
"pay_working_conditions",16.815982404425
"services_general_interest",16.8498773248372
"mental_health_care",16.9119191631495
"sinn_féin_proposes",16.9892042756122
"sustainable_development_goals",16.9894619712915
"social_security_contributions",17.0036006930714
"equality_women_men",17.0699309145414
"orientation_gender_identity",17.1180512250601
"mental_health_problems",17.1852358869212
"sexual_orientation_gender",17.211691346108
"social_democratic_party",17.2259998205988
"health_social_care",17.3000541713791
"mental_health_services",17.4264619436335
"children_young_people",17.8150366833174
"sinn_féin_priorities",18.8187374569455
