"token","wordscores_manifesto"
"federal_state",5.05058233864675
"federal_government",5.06775066178186
"social_rights",5.08024814570723
"human_rights",5.08816818212883
"local_authorities",5.10616513313491
"european_level",5.10868590955433
"tax_havens",5.10987964769205
"working_conditions",5.13438924146942
"euros_per",5.15964451647784
"billion_euros",5.17453300200302
"sinn_féin",5.17693817021623
"social_environmental",5.18749346012537
"minimum_wage",5.2161291748639
"renewable_energies",5.22127912061239
"public_service",5.22479504301865
"public_services",5.25618264005676
"public_authorities",5.26787935133884
"social_housing",5.32886081679914
"die_linke",5.60155966275756
"cdh_proposes",5.95704950730656
