"token","wordscores_manifesto"
"sinn_féin_priorities",4.41949776744592
"human_rights_violations",4.42405861853404
"social_market_economy",4.42554210154648
"green_new_deal",4.4397356652106
"equality_women_men",4.44189453952563
"corporate_income_tax",4.45113259512069
"fight_climate_change",4.45830763465778
"financial_transaction_tax",4.45925651876017
"people_functional_diversity",4.4610007050573
"convention_rights_persons",4.46151986747758
"rights_persons_disabilities",4.46429276985034
"personal_income_tax",4.47004364962455
"mental_health_services",4.47325828684242
"orientation_gender_identity",4.50914740200098
"sexual_orientation_gender",4.51145858632051
"services_general_interest",4.51819248028208
"public_prosecutor's_office",4.54622224433496
"nuclear_power_plants",4.54725617496043
"social_security_system",4.58332411064935
"social_security_contributions",4.88604526663733
